,name,updated_fullname,taxonomy_source,rank_matched,matched,score,ott_id,ncbi_id,name_source,matched_id_in_source,updated_genus,updated_genus_ott_id,updated_genus_ncbi_id,updated_species,updated_species_ott_id,updated_species_ncbi_id,ott_accepted_name,ott_version,higher_source,domain,kingdom,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,Unnamed: 0,tip_name,superfamily,family,subfamily,tribe,genus,species,additional_identifiers,section,cohort,species group,subgenus,species subgroup,genus
53,Adoxomyia bistriata,Adoxomyia bistriata,OTT,species,Adoxomyia bistriata,100,371557,931493,OTT,371557,Adoxomyia,116474.0,343542,bistriata,371557.0,931493,Adoxomyia bistriata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Clitellariinae,,,54,Adoxomyia_bistriata_Stratiomyidae_S,,Stratiomyidae,,,Adoxomyia,bistriata,,,Holometabola,,,,
54,Nigritomyia consobrina,Nigritomyia consobrina,OTT,species,Nigritomyia consobrina,100,13470,343704,OTT,13470,Nigritomyia,690764.0,343558,consobrina,13470.0,343704,Nigritomyia consobrina,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Clitellariinae,,,55,Nigritomyia_consobrina_Stratiomyidae_S,,Stratiomyidae,,,Nigritomyia,consobrina,,,Holometabola,,,,
55,Nigritomyia loewii,Nigritomyia loewii,OTT,species,Nigritomyia loewii,100,13469,343705,OTT,13469,Nigritomyia,690764.0,343558,loewii,13469.0,343705,Nigritomyia loewii,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Clitellariinae,,,56,Nigritomyia_loewii_Stratiomyidae_S,,Stratiomyidae,,,Nigritomyia,loewii,,,Holometabola,,,,
56,Adoxomyia regularis,Adoxomyia regularis,OTT,species,Adoxomyia regularis,100,389484,343663,OTT,389484,Adoxomyia,116474.0,343542,regularis,389484.0,343663,Adoxomyia regularis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Clitellariinae,,,57,Adoxomyia_regularis_CB0428_Stratiomyidae_S,,Stratiomyidae,,,Adoxomyia,regularis,CB0428,,Holometabola,,,,
57,Clitellaria ephippium,Clitellaria ephippium,OTT,species,Clitellaria ephippium,100,915090,343676,OTT,915090,Clitellaria,116477.0,343547,ephippium,915090.0,343676,Clitellaria ephippium,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Clitellariinae,,,58,Clitellaria_ephippium_Stratiomyidae_S,,Stratiomyidae,,,Clitellaria,ephippium,,,Holometabola,,,,
58,Adoxomyia rustica,Adoxomyia rustica,OTT,species,Adoxomyia rustica,100,389481,343664,OTT,389481,Adoxomyia,116474.0,343542,rustica,389481.0,343664,Adoxomyia rustica,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Clitellariinae,,,59,Adoxomyia_rustica_CB0316_Stratiomyidae_S,,Stratiomyidae,,,Adoxomyia,rustica,CB0316,,Holometabola,,,,
59,Adoxomyia,Adoxomyia,OTT,genus,Adoxomyia,100,116474,343542,OTT,116474,Adoxomyia,116474.0,,,,,Adoxomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Clitellariinae,,,60,Adoxomyia_sp_CB0419_Stratiomyidae_S,,Stratiomyidae,,,Adoxomyia,,CB0419,,Holometabola,,,,
60,Hedriodiscus binotatus,Hedriodiscus binotatus,OTT,species,Hedriodiscus binotatus,100,586201,343718,OTT,586201,Hedriodiscus,864926.0,343651,binotatus,586201.0,343718,Hedriodiscus binotatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Stratiomyini,,61,Hedriodiscus_binotatus_Stratiomyidae_S,,Stratiomyidae,,,Hedriodiscus,binotatus,,,Holometabola,,,,
61,Stratiomyidae,Stratiomyidae,OTT,family,Stratiomyidae,100,816777,34687,OTT,816777,,,,,,,Stratiomyidae,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,,,,,62,Stratiomyidae_S_sp_ESB_2006_Stratiomyidae_S,,Stratiomyidae,,,Stratiomyidae_S_sp,,ESB_2006,,Holometabola,,,,
62,Stratiomys laticeps,Stratiomys laticeps,OTT,species,Stratiomys laticeps,100,586194,343717,OTT,586194,Stratiomys,494189.0,219520,laticeps,586194.0,343717,Stratiomys laticeps,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Stratiomyini,,63,Stratiomys_laticeps_CB0319_Stratiomyidae_S,,Stratiomyidae,,,Stratiomys,laticeps,CB0319,,Holometabola,,,,
63,Odontomyia occidentalis,Odontomyia occidentalis,OTT,species,Odontomyia occidentalis,100,864928,343659,OTT,864928,Odontomyia,864925.0,343652,occidentalis,864928.0,343659,Odontomyia occidentalis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Stratiomyini,,64,Odontomyia_occidentalis_Stratiomyidae_S,,Stratiomyidae,,,Odontomyia,occidentalis,,,Holometabola,,,,
64,Euparyphus pardalinus,Euparyphus pardalinus,OTT,species,Euparyphus pardalinus,100,864921,343656,OTT,864921,Euparyphus,864927.0,343650,pardalinus,864921.0,343656,Euparyphus pardalinus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Oxycerini,,65,Euparyphus_pardalinus_Stratiomyidae_S,,Stratiomyidae,,,Euparyphus,pardalinus,,,Holometabola,,,,
65,Euparyphus,Euparyphus,OTT,genus,Euparyphus,100,864927,343650,OTT,864927,Euparyphus,864927.0,,,,,Euparyphus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Oxycerini,,66,Euparyphus_sp_CB0429_Stratiomyidae_S,,Stratiomyidae,,,Euparyphus,,CB0429,,Holometabola,,,,
66,Myxosargus knowltoni,Myxosargus knowltoni,OTT,species,Myxosargus knowltoni,100,864929,343658,OTT,864929,Myxosargus,864924.0,343653,knowltoni,864929.0,343658,Myxosargus knowltoni,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Prosopochrysini,,67,Myxosargus_knowltoni_Stratiomyidae_S,,Stratiomyidae,,,Myxosargus,knowltoni,,,Holometabola,,,,
67,Raphiocera ornata,Raphiocera ornata,OTT,species,Raphiocera ornata,100,586195,343714,OTT,586195,Raphiocera,340296.0,343645,ornata,586195.0,343714,Raphiocera ornata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Raphiocerinae,,,68,Raphiocera_ornata_CB0406_Stratiomyidae_S,,Stratiomyidae,,,Raphiocera,ornata,CB0406,,Holometabola,,,,
68,Histiodroma,Histiodroma,OTT,genus,Histiodroma,100,340295,343644,OTT,340295,Histiodroma,340295.0,,,,,Histiodroma,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Raphiocerinae,,,69,Histiodroma_sp_CB0301_Stratiomyidae_S,,Stratiomyidae,,,Histiodroma,,CB0301,,Holometabola,,,,
69,Lasiopa balius,Lasiopa balius,OTT,species,Lasiopa balius,100,97980,931516,OTT,97980,Lasiopa,578434.0,931515,balius,97980.0,931516,Lasiopa balius,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Nemotelinae,,,70,Lasiopa_balius_Stratiomyidae_S,,Stratiomyidae,,,Lasiopa,balius,,,Holometabola,,,,
70,Alopecuroceras coloratum,Alopecuroceras coloratum,OTT,species,Alopecuroceras coloratum,100,389479,343666,OTT,389479,Alopecuroceras,116473.0,343543,coloratum,389479.0,343666,Alopecuroceras coloratum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Clitellariinae,,,71,Alopecuroceras_coloratum_Stratiomyidae_S,,Stratiomyidae,,,Alopecuroceras,coloratum,,,Holometabola,,,,
71,Stratiomys longicorni,Stratiomys longicornis,OTT,species,Stratiomys longicornis,98,896922,931489,OTT,896922,Stratiomys,494189.0,219520,longicornis,896922.0,931489,Stratiomys longicornis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Stratiomyini,,72,Stratiomys_longicorni_Stratiomyidae_S,,Stratiomyidae,,,Stratiomys,longicorni,,,Holometabola,,,,
72,Stratiomys ruficornis,Stratiomys ruficornis,OTT,species,Stratiomys ruficornis,100,371561,931491,OTT,371561,Stratiomys,494189.0,219520,ruficornis,371561.0,931491,Stratiomys ruficornis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Stratiomyini,,73,Stratiomys_ruficornis_Stratiomyidae_S,,Stratiomyidae,,,Stratiomys,ruficornis,,,Holometabola,,,,
73,Stratiomys potamida,Stratiomys potamida,OTT,species,Stratiomys potamida,100,371559,931490,OTT,371559,Stratiomys,494189.0,219520,potamida,371559.0,931490,Stratiomys potamida,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Stratiomyini,,74,Stratiomys_potamida_Stratiomyidae_S,,Stratiomyidae,,,Stratiomys,potamida,,,Holometabola,,,,
74,Odontomyia flavissima,Odontomyia flavissima,OTT,species,Odontomyia flavissima,100,896941,931484,OTT,896941,Odontomyia,864925.0,343652,flavissima,896941.0,931484,Odontomyia flavissima,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Stratiomyini,,75,Odontomyia_flavissima_Stratiomyidae_S,,Stratiomyidae,,,Odontomyia,flavissima,,,Holometabola,,,,
75,Oplodontha viridula,Oplodontha viridula,OTT,species,Oplodontha viridula,100,241915,446505,OTT,241915,Oplodontha,241919.0,446504,viridula,241915.0,446505,Oplodontha viridula,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Stratiomyini,,76,Oplodontha_viridula_Stratiomyidae_S,,Stratiomyidae,,,Oplodontha,viridula,,,Holometabola,,,,
76,Prosopochrysa vitripennis,Prosopochrysa vitripennis,OTT,species,Prosopochrysa vitripennis,100,723736,931520,OTT,723736,Prosopochrysa,98006.0,931519,vitripennis,723736.0,931520,Prosopochrysa vitripennis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Prosopochrysini,,77,Prosopochrysa_vitripennis_Stratiomyidae_S,,Stratiomyidae,,,Prosopochrysa,vitripennis,,,Holometabola,,,,
77,Oxycera marginata,Oxycera marginata,OTT,species,Oxycera marginata,100,896939,931485,OTT,896939,Oxycera,1077817.0,860348,marginata,896939.0,931485,Oxycera marginata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Oxycerini,,78,Oxycera_marginata_Stratiomyidae_S,,Stratiomyidae,,,Oxycera,marginata,,,Holometabola,,,,
78,Oxycera pardalina,Oxycera pardalina,OTT,species,Oxycera pardalina,100,103616,860349,OTT,103616,Oxycera,1077817.0,860348,pardalina,103616.0,860349,Oxycera pardalina,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Oxycerini,,79,Oxycera_pardalina_Stratiomyidae_S,,Stratiomyidae,,,Oxycera,pardalina,,,Holometabola,,,,
79,Hermionella seguyi,Hermionella seguyi,OTT,species,Hermionella seguyi,100,674751,931514,OTT,674751,Hermionella,97984.0,931513,seguyi,674751.0,931514,Hermionella seguyi,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Oxycerini,,80,Hermionella_seguyi_Stratiomyidae_S,,Stratiomyidae,,,Hermionella,seguyi,,,Holometabola,,,,
80,Oxycera trilineata,Oxycera trilineata,OTT,species,Oxycera trilineata,100,896943,931487,OTT,896943,Oxycera,1077817.0,860348,trilineata,896943.0,931487,Oxycera trilineata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Oxycerini,,81,Oxycera_trilineata_Stratiomyidae_S,,Stratiomyidae,,,Oxycera,trilineata,,,Holometabola,,,,
81,Nemotelus cingulatus,Nemotelus cingulatus,OTT,species,Nemotelus cingulatus,100,371563,931496,OTT,371563,Nemotelus,419090.0,343582,cingulatus,371563.0,931496,Nemotelus cingulatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Nemotelinae,,,82,Nemotelus_cingulatus_Stratiomyidae_S,,Stratiomyidae,,,Nemotelus,cingulatus,,,Holometabola,,,,
82,Antissa,Antissa,OTT,genus,Antissa,100,552715,210282,OTT,552715,Antissa,552715.0,,,,,Antissa,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Clitellariinae,,,83,Antissa_sp_SLW_2002_Stratiomyidae_S,,Stratiomyidae,,,Antissa,,SLW_2002,,Holometabola,,,,
83,Exodontha dubia,Exodontha dubia,OTT,species,Exodontha dubia,100,97985,931512,OTT,97985,Exodontha,97988.0,931511,dubia,97985.0,931512,Exodontha dubia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Antissinae,,,84,Exodontha_dubia_Stratiomyidae_S,,Stratiomyidae,,,Exodontha,dubia,,,Holometabola,,,,
84,Beris morrisii,Beris morrisii,OTT,species,Beris morrisii,100,371567,931494,OTT,371567,Beris,816787.0,34688,morrisii,371567.0,931494,Beris morrisii,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Beridinae,,,85,Beris_morrisii_Stratiomyidae_S,,Stratiomyidae,,,Beris,morrisii,,,Holometabola,,,,
85,Actina chalybea,Actina chalybea,OTT,species,Actina chalybea,100,371555,931492,OTT,371555,Actina,134345.0,211084,chalybea,371555.0,931492,Actina chalybea,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Nemestrinoidea,Acroceridae,,,,86,Actina_chalybea_Stratiomyidae_S,,Stratiomyidae,,,Actina,chalybea,,,Holometabola,,,,
86,Chorisops tunisiae,Chorisops tunisiae,OTT,species,Chorisops tunisiae,100,477276,304243,OTT,477276,Chorisops,477277.0,304242,tunisiae,477276.0,304243,Chorisops tunisiae,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Beridinae,,,87,Chorisops_tunisiae_Stratiomyidae_S,,Stratiomyidae,,,Chorisops,tunisiae,,,Holometabola,,,,
87,Oplachantha,Oplachantha,OTT,genus,Oplachantha,100,742118,343570,OTT,742118,Oplachantha,742118.0,,,,,Oplachantha,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Beridinae,,,88,Oplachantha_sp_CB0225_Stratiomyidae_S,,Stratiomyidae,,,Oplachantha,,CB0225,,Holometabola,,,,
88,Heteracanthia,Heteracanthia,OTT,genus,Heteracanthia,100,742119,343571,OTT,742119,Heteracanthia,742119.0,,,,,Heteracanthia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Beridinae,,,89,Heteracanthia_sp_Stratiomyidae_S,,Stratiomyidae,,,Heteracanthia,,,,Holometabola,,,,
89,Actina viridis,Actina viridis,OTT,species,Actina viridis,100,134346,211085,OTT,134346,Actina,134345.0,211084,viridis,134346.0,211085,Actina viridis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Nemestrinoidea,Acroceridae,,,,90,Actina_viridis_Stratiomyidae_S,,Stratiomyidae,,,Actina,viridis,,,Holometabola,,,,
90,Neoberis brasiliana,Neoberis brasiliana,OTT,species,Neoberis brasiliana,100,13475,343703,OTT,13475,Neoberis,49929.0,343572,brasiliana,13475.0,343703,Neoberis brasiliana,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Beridinae,,,91,Neoberis_brasiliana_Stratiomyidae_S,,Stratiomyidae,,,Neoberis,brasiliana,,,Holometabola,,,,
91,Beridops,Beridops,OTT,genus,Beridops,100,742117,343573,OTT,742117,Beridops,742117.0,,,,,Beridops,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Beridinae,,,92,Beridops_sp_CB0437_Stratiomyidae_S,,Stratiomyidae,,,Beridops,,CB0437,,Holometabola,,,,
92,Lecomyia,Lecomyia,OTT,genus,Lecomyia,100,742124,343578,OTT,742124,Lecomyia,742124.0,,,,,Lecomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Antissinae,,,93,Lecomyia_sp_CB0413_Stratiomyidae_S,,Stratiomyidae,,,Lecomyia,,CB0413,,Holometabola,,,,
93,Cyanauges ruficornis,Cyanauges ruficornis,OTT,species,Cyanauges ruficornis,100,915086,343678,OTT,915086,Cyanauges,49974.0,343577,ruficornis,915086.0,343678,Cyanauges ruficornis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Antissinae,,,94,Cyanauges_ruficornis_CB0407_Stratiomyidae_S,,Stratiomyidae,,,Cyanauges,ruficornis,CB0407,,Holometabola,,,,
94,Cyanauges maculatus,Cyanauges maculatus,OTT,species,Cyanauges maculatus,100,915089,343677,OTT,915089,Cyanauges,49974.0,343577,maculatus,915089.0,343677,Cyanauges maculatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Antissinae,,,95,Cyanauges_maculatus_CB0433_Stratiomyidae_S,,Stratiomyidae,,,Cyanauges,maculatus,CB0433,,Holometabola,,,,
95,Chiromyza,Chiromyza,OTT,genus,Chiromyza,100,742125,343579,OTT,742125,Chiromyza,742125.0,,,,,Chiromyza,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Chiromyzinae,,,96,Chiromyza_sp_CB0313_Stratiomyidae_S,,Stratiomyidae,,,Chiromyza,,CB0313,,Holometabola,,,,
96,Parhadrestia atava,Parhadrestia atava,OTT,species,Parhadrestia atava,100,586202,343719,OTT,586202,Parhadrestia,340294.0,343643,atava,586202.0,343719,Parhadrestia atava,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Parhadrestiinae,,,97,Parhadrestia_atava_Stratiomyidae_S,,Stratiomyidae,,,Parhadrestia,atava,,,Holometabola,,,,
97,Hilarimorpha,Hilarimorpha,OTT,genus,Hilarimorpha,100,189239,240888,OTT,189239,Hilarimorpha,189239.0,,,,,Hilarimorpha,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Asiloidea,Hilarimorphidae,,,,98,Hilarimorpha_sp_Hilarimorphidae_H,,Hilarimorphidae,,,Hilarimorpha,,,,Holometabola,,,,
98,Sylvicola fenestralis,Sylvicola fenestralis,OTT,species,Sylvicola fenestralis,100,373197,52754,OTT,373197,Sylvicola,48220.0,52753,fenestralis,373197.0,52754,Sylvicola fenestralis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Nematocera,Psychodomorpha,Trichoceroidea,Anisopodidae,Anisopodinae,,,99,Sylvicola_fenestralis_Anisopodoidea_B,,Anisopodidae,,,Sylvicola,fenestralis,,,Holometabola,,,,
99,Symmerus annulatus,Symmerus annulatus,OTT,species,Symmerus annulatus,100,885124,560781,OTT,885124,Symmerus,885123.0,560780,annulatus,885124.0,560781,Symmerus annulatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Ditomyiinae,,,100,Symmerus_annulatus_Mycetophilidae_O,,Mycetophilidae,,,Symmerus,annulatus,,,Holometabola,,,,
100,Manota,Manota,OTT,genus,Manota,100,4513171,560265,OTT,4513171,Manota,4513171.0,,,,,Manota,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Manotinae,,,101,Manota_sp_DK_Mycetophilidae_O,,Mycetophilidae,,,Manota,,DK,,Holometabola,,,,
101,Manota mazumbaiensis,Manota mazumbaiensis,OTT,species,Manota mazumbaiensis,100,4513211,1343504,OTT,4513211,Manota,4513171.0,560265,mazumbaiensis,4513211.0,1343504,Manota mazumbaiensis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Manotinae,,,102,Manota_mazumbaiensis_Mycetophilidae_O,,Mycetophilidae,,,Manota,mazumbaiensis,,,Holometabola,,,,
102,Manota mabokeensis,Manota mabokeensis,OTT,species,Manota mabokeensis,100,4513197,1343503,OTT,4513197,Manota,4513171.0,560265,mabokeensis,4513197.0,1343503,Manota mabokeensis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Manotinae,,,103,Manota_mabokeensis_Mycetophilidae_O,,Mycetophilidae,,,Manota,mabokeensis,,,Holometabola,,,,
103,Manota unifurcata,Manota unifurcata,OTT,species,Manota unifurcata,100,4513174,608664,OTT,4513174,Manota,4513171.0,560265,unifurcata,4513174.0,608664,Manota unifurcata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Manotinae,,,104,Manota_unifurcata_Mycetophilidae_O,,Mycetophilidae,,,Manota,unifurcata,,,Holometabola,,,,
104,Bibio longipes,Bibio longipes,OTT,species,Bibio longipes,100,536837,560707,OTT,536837,Bibio,121915.0,189978,longipes,536837.0,560707,Bibio longipes,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Nematocera,Bibionomorpha,Bibionoidea,Bibionidae,Bibioninae,,,105,Bibio_longipes_Bibionidae_O,,Bibionidae,,,Bibio,longipes,,,Holometabola,,,,
105,Manota,Manota,OTT,genus,Manota,100,4513171,560265,OTT,4513171,Manota,4513171.0,,,,,Manota,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Manotinae,,,106,Manota_sp_BMW_Mycetophilidae_O,,Mycetophilidae,,,Manota,,BMW,,Holometabola,,,,
106,Bolitophila,Bolitophila,OTT,genus,Bolitophila,100,148805,52718,OTT,148805,Bolitophila,148805.0,,,,,Bolitophila,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Bolitophilinae,,,107,Bolitophila_sp_BMW_Mycetophilidae_O,,Mycetophilidae,,,Bolitophila,,BMW,,Holometabola,,,,
