,name,updated_fullname,taxonomy_source,rank_matched,matched,score,ott_id,ncbi_id,name_source,matched_id_in_source,updated_genus,updated_genus_ott_id,updated_genus_ncbi_id,updated_species,updated_species_ott_id,updated_species_ncbi_id,ott_accepted_name,ott_version,higher_source,domain,kingdom,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,Unnamed: 0,tip_name,superfamily,family,subfamily,tribe,genus,species,additional_identifiers,section,cohort,species group,subgenus,species subgroup,genus
589,Campsicnemus pumilio,Campsicnemus pumilio,OTT,species,Campsicnemus pumilio,100,290987,377513,OTT,290987,Campsicnemus,516161.0,369852,pumilio,290987.0,377513,Campsicnemus pumilio,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,605,Campsicnemus_pumilio_Dolichopodidae_E,,Dolichopodidae,,,Campsicnemus,pumilio,,,Holometabola,,,,
590,Campsicnemus scambus,Campsicnemus scambus,OTT,species,Campsicnemus scambus,100,291000,377514,OTT,291000,Campsicnemus,516161.0,369852,scambus,291000.0,377514,Campsicnemus scambus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,606,Campsicnemus_scambus_Dolichopodidae_E,,Dolichopodidae,,,Campsicnemus,scambus,,,Holometabola,,,,
591,Campsicnemus loripes,Campsicnemus loripes,OTT,species,Campsicnemus loripes,100,290989,377512,OTT,290989,Campsicnemus,516161.0,369852,loripes,290989.0,377512,Campsicnemus loripes,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,607,Campsicnemus_loripes_Dolichopodidae_E,,Dolichopodidae,,,Campsicnemus,loripes,,,Holometabola,,,,
592,Campsicnemus picticornis,Campsicnemus picticornis,OTT,species,Campsicnemus picticornis,100,966502,377541,OTT,966502,Campsicnemus,516161.0,369852,picticornis,966502.0,377541,Campsicnemus picticornis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,608,Campsicnemus_picticornis_Dolichopodidae_E,,Dolichopodidae,,,Campsicnemus,picticornis,,,Holometabola,,,,
593,Campsicnemus curvipes,Campsicnemus curvipes,OTT,species,Campsicnemus curvipes,100,911875,369853,OTT,911875,Campsicnemus,516161.0,369852,curvipes,911875.0,369853,Campsicnemus curvipes,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,609,Campsicnemus_curvipes_Dolichopodidae_E,,Dolichopodidae,,,Campsicnemus,curvipes,,,Holometabola,,,,
594,Syntormon flexibile,Syntormon flexibile,OTT,species,Syntormon flexibile,100,1056747,626551,OTT,1056747,Syntormon,340994.0,377531,flexibile,1056747.0,626551,Syntormon flexibile,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,610,Syntormon_flexibile_Dolichopodidae_E,,Dolichopodidae,,,Syntormon,flexibile,,,Holometabola,,,,
595,Syntormon pumilum,Syntormon pumilum,OTT,species,Syntormon pumilum,100,440756,377577,OTT,440756,Syntormon,340994.0,377531,pumilum,440756.0,377577,Syntormon pumilum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,611,Syntormon_pumilum_Dolichopodidae_E,,Dolichopodidae,,,Syntormon,pumilum,,,Holometabola,,,,
596,Syntormon pallipes,Syntormon pallipes,OTT,species,Syntormon pallipes,100,440752,377575,OTT,440752,Syntormon,340994.0,377531,pallipes,440752.0,377575,Syntormon pallipes,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,612,Syntormon_pallipes_Dolichopodidae_E,,Dolichopodidae,,,Syntormon,pallipes,,,Holometabola,,,,
597,Syntormon denticulatum,Syntormon denticulatum,OTT,species,Syntormon denticulatum,100,775676,1000606,OTT,775676,Syntormon,340994.0,377531,denticulatum,775676.0,1000606,Syntormon denticulatum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,613,Syntormon_denticulatum_Dolichopodidae_E,,Dolichopodidae,,,Syntormon,denticulatum,,,Holometabola,,,,
598,Syntormon zelleri,Syntormon zelleri,OTT,species,Syntormon zelleri,100,453969,377578,OTT,453969,Syntormon,340994.0,377531,zelleri,453969.0,377578,Syntormon zelleri,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,614,Syntormon_zelleri_Dolichopodidae_E,,Dolichopodidae,,,Syntormon,zelleri,,,Holometabola,,,,
599,Stolidosoma,Stolidosoma,OTT,genus,Stolidosoma,100,201995,1003951,OTT,201995,Stolidosoma,201995.0,,,,,Stolidosoma,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Stolidosominae,,,615,Stolidosoma_sp_Pollet_0314_Dolichopodidae_E,,Dolichopodidae,,,Stolidosoma,,Pollet_0314,,Holometabola,,,,
600,Pseudosympycnus,Pseudosympycnus,OTT,genus,Pseudosympycnus,100,201999,1003953,OTT,201999,Pseudosympycnus,201999.0,,,,,Pseudosympycnus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Stolidosominae,,,616,Pseudosympycnus_sp_Pollet_0297,,,Pseudosympycnus,,,,Pollet_0297,,Holometabola,,,,
601,Pseudosympycnus,Pseudosympycnus,OTT,genus,Pseudosympycnus,100,201999,1003953,OTT,201999,Pseudosympycnus,201999.0,,,,,Pseudosympycnus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Stolidosominae,,,617,Pseudosympycnus_sp_Pollet_0298,,,Pseudosympycnus,,,,Pollet_0298,,Holometabola,,,,
602,Syntormon singaporensis,Syntormon singaporensis,OTT,species,Syntormon singaporensis,100,1056741,626552,OTT,1056741,Syntormon,340994.0,377531,singaporensis,1056741.0,626552,Syntormon singaporensis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,618,Syntormon_singaporensis_Dolichopodidae_E,,Dolichopodidae,,,Syntormon,singaporensis,,,Holometabola,,,,
603,Chaetogonopteron chaeturum,Chaetogonopteron chaeturum,OTT,species,Chaetogonopteron chaeturum,100,26689,626610,OTT,26689,Chaetogonopteron,599629.0,626609,chaeturum,26689.0,626610,Chaetogonopteron chaeturum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,619,Chaetogonopteron_chaeturum_Dolichopodidae_E,,Dolichopodidae,,,Chaetogonopteron,chaeturum,,,Holometabola,,,,
604,Chaetogonopteron,Chaetogonopteron,OTT,genus,Chaetogonopteron,100,599629,626609,OTT,599629,Chaetogonopteron,599629.0,,,,,Chaetogonopteron,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,620,Chaetogonopteron_sp_1_Dolichopodidae_E,,Dolichopodidae,,,Chaetogonopteron,,1,,Holometabola,,,,
605,Chaetogonopteron,Chaetogonopteron,OTT,genus,Chaetogonopteron,100,599629,626609,OTT,599629,Chaetogonopteron,599629.0,,,,,Chaetogonopteron,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,621,Chaetogonopteron_sp_2_Dolichopodidae_E,,Dolichopodidae,,,Chaetogonopteron,,2,,Holometabola,,,,
606,Teuchophorus tiomanensis,Teuchophorus tiomanensis,OTT,species,Teuchophorus tiomanensis,100,429924,626561,OTT,429924,Teuchophorus,340999.0,377532,tiomanensis,429924.0,626561,Teuchophorus tiomanensis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,622,Teuchophorus_tiomanensis_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,tiomanensis,,,Holometabola,,,,
607,Teuchophorus spinigerellus,Teuchophorus spinigerellus,OTT,species,Teuchophorus spinigerellus,100,205074,1000610,OTT,205074,Teuchophorus,340999.0,377532,spinigerellus,205074.0,1000610,Teuchophorus spinigerellus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,623,Teuchophorus_spinigerellus_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,spinigerellus,,,Holometabola,,,,
608,Teuchophorus monacanthus,Teuchophorus monacanthus,OTT,species,Teuchophorus monacanthus,100,660980,377580,OTT,660980,Teuchophorus,340999.0,377532,monacanthus,660980.0,377580,Teuchophorus monacanthus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,624,Teuchophorus_monacanthus_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,monacanthus,,,Holometabola,,,,
609,Teuchophorus simplex,Teuchophorus simplex,OTT,species,Teuchophorus simplex,100,51623,1000609,OTT,51623,Teuchophorus,340999.0,377532,simplex,51623.0,1000609,Teuchophorus simplex,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,625,Teuchophorus_simplex_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,simplex,,,Holometabola,,,,
610,Teuchophorus enormis,Teuchophorus enormis,OTT,species,Teuchophorus enormis,100,1056737,626554,OTT,1056737,Teuchophorus,340999.0,377532,enormis,1056737.0,626554,Teuchophorus enormis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,626,Teuchophorus_enormis_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,enormis,,,Holometabola,,,,
611,Teuchophorus limosus,Teuchophorus limosus,OTT,species,Teuchophorus limosus,100,1056739,626555,OTT,1056739,Teuchophorus,340999.0,377532,limosus,1056739.0,626555,Teuchophorus limosus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,627,Teuchophorus_limosus_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,limosus,,,Holometabola,,,,
612,Teuchophorus simplicissimus,Teuchophorus simplicissimus,OTT,species,Teuchophorus simplicissimus,100,1056749,626558,OTT,1056749,Teuchophorus,340999.0,377532,simplicissimus,1056749.0,626558,Teuchophorus simplicissimus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,628,Teuchophorus_simplicissimus_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,simplicissimus,,,Holometabola,,,,
613,Teuchophorus stenostigma,Teuchophorus stenostigma,OTT,species,Teuchophorus stenostigma,100,1056751,626559,OTT,1056751,Teuchophorus,340999.0,377532,stenostigma,1056751.0,626559,Teuchophorus stenostigma,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,629,Teuchophorus_stenostigma_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,stenostigma,,,Holometabola,,,,
614,Teuchophorus ornatulus,Teuchophorus ornatulus,OTT,species,Teuchophorus ornatulus,100,1056735,626557,OTT,1056735,Teuchophorus,340999.0,377532,ornatulus,1056735.0,626557,Teuchophorus ornatulus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,630,Teuchophorus_ornatulus_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,ornatulus,,,Holometabola,,,,
615,Teuchophorus clavigerellus,Teuchophorus clavigerellus,OTT,species,Teuchophorus clavigerellus,100,193270,1000608,OTT,193270,Teuchophorus,340999.0,377532,clavigerellus,193270.0,1000608,Teuchophorus clavigerellus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,631,Teuchophorus_clavigerellus_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,clavigerellus,,,Holometabola,,,,
616,Teuchophorus calcaratus,Teuchophorus calcaratus,OTT,species,Teuchophorus calcaratus,100,453944,377579,OTT,453944,Teuchophorus,340999.0,377532,calcaratus,453944.0,377579,Teuchophorus calcaratus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,632,Teuchophorus_calcaratus_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,calcaratus,,,Holometabola,,,,
617,Teuchophorus nigricosta,Teuchophorus nigricosta,OTT,species,Teuchophorus nigricosta,100,660982,377581,OTT,660982,Teuchophorus,340999.0,377532,nigricosta,660982.0,377581,Teuchophorus nigricosta,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,633,Teuchophorus_nigricosta_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,nigricosta,,,Holometabola,,,,
618,Teuchophorus obliquus,Teuchophorus obliquus,OTT,species,Teuchophorus obliquus,100,1056733,626556,OTT,1056733,Teuchophorus,340999.0,377532,obliquus,1056733.0,626556,Teuchophorus obliquus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,634,Teuchophorus_obliquus_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,obliquus,,,Holometabola,,,,
619,Teuchophorus temasek,Teuchophorus temasek,OTT,species,Teuchophorus temasek,100,429926,626560,OTT,429926,Teuchophorus,340999.0,377532,temasek,429926.0,626560,Teuchophorus temasek,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,635,Teuchophorus_temasek_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,temasek,,,Holometabola,,,,
620,Sympycnus aeneicoxa,Sympycnus aeneicoxa,OTT,species,Sympycnus aeneicoxa,100,51666,1000604,OTT,51666,Sympycnus,340995.0,377530,aeneicoxa,51666.0,1000604,Sympycnus aeneicoxa,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,636,Sympycnus_aeneicoxa_Dolichopodidae_E,,Dolichopodidae,,,Sympycnus,aeneicoxa,,,Holometabola,,,,
621,Sympycnus desoutteri,Sympycnus desoutteri,OTT,species,Sympycnus desoutteri,100,453910,377573,OTT,453910,Sympycnus,340995.0,377530,desoutteri,453910.0,377573,Sympycnus desoutteri,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,637,Sympycnus_desoutteri_Dolichopodidae_E,,Dolichopodidae,,,Sympycnus,desoutteri,,,Holometabola,,,,
622,Sympycnus cirripes,Sympycnus cirripes,OTT,species,Sympycnus cirripes,100,961735,1000605,OTT,961735,Sympycnus,340995.0,377530,cirripes,961735.0,1000605,Sympycnus cirripes,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,638,Sympycnus_cirripes_Dolichopodidae_E,,Dolichopodidae,,,Sympycnus,cirripes,,,Holometabola,,,,
623,Sciapus platypterus,Sciapus platypterus,OTT,species,Sciapus platypterus,100,440758,377571,OTT,440758,Sciapus,915812.0,377529,platypterus,440758.0,377571,Sciapus platypterus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sciapodinae,,,639,Sciapus_platypterus_Dolichopodidae_E,,Dolichopodidae,,,Sciapus,platypterus,,,Holometabola,,,,
624,Sciapus zonatulus,Sciapus zonatulus,OTT,species,Sciapus zonatulus,100,775635,1000603,OTT,775635,Sciapus,915812.0,377529,zonatulus,775635.0,1000603,Sciapus zonatulus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sciapodinae,,,640,Sciapus_zonatulus_Dolichopodidae_E,,Dolichopodidae,,,Sciapus,zonatulus,,,Holometabola,,,,
625,Sciapus wiedemanni,Sciapus wiedemanni,OTT,species,Sciapus wiedemanni,100,440764,377572,OTT,440764,Sciapus,915812.0,377529,wiedemanni,440764.0,377572,Sciapus wiedemanni,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sciapodinae,,,641,Sciapus_wiedemanni_Dolichopodidae_E,,Dolichopodidae,,,Sciapus,wiedemanni,,,Holometabola,,,,
626,Condylostylus,Condylostylus,OTT,genus,Condylostylus,100,548553,192486,OTT,548553,Condylostylus,548553.0,,,,,Condylostylus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sciapodinae,,,642,Condylostylus_sp_Pollet_0316_Dolichopodidae_E,,Dolichopodidae,,,Condylostylus,,Pollet_0316,,Holometabola,,,,
627,Plagiozopelma flavipodex,Plagiozopelma flavipodex,OTT,species,Plagiozopelma flavipodex,100,1074107,626637,OTT,1074107,Plagiozopelma,1074109.0,626636,flavipodex,1074107.0,626637,Plagiozopelma flavipodex,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sciapodinae,,,643,Plagiozopelma_flavipodex_Dolichopodidae_E,,Dolichopodidae,,,Plagiozopelma,flavipodex,,,Holometabola,,,,
628,Heteropsilopus ingenuus,Heteropsilopus ingenuus,OTT,species,Heteropsilopus ingenuus,100,393499,188255,OTT,393499,Heteropsilopus,393498.0,188254,ingenuus,393499.0,188255,Heteropsilopus ingenuus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sciapodinae,,,644,Heteropsilopus_ingenuus_Dolichopodidae_E,,Dolichopodidae,,,Heteropsilopus,ingenuus,,,Holometabola,,,,
629,Amblypsilopus abruptus,Chrysosoma abruptum,OTT,species,Amblypsilopus abruptus,100,4336860,,OTT,4336860,Chrysosoma,26691.0,626613,abruptum,4336860.0,,Chrysosoma abruptum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sciapodinae,,,645,Amblypsilopus_abruptus_group_s_Dolichopodidae_Ep_SNK_2009,,Dolichopodidae,,,Amblypsilopus,abruptus,group_s_Ep_SNK_2009,,Holometabola,,,,
630,Chrysosoma bearni,Chrysosoma bearni,OTT,species,Chrysosoma bearni,100,26695,626614,OTT,26695,Chrysosoma,26691.0,626613,bearni,26695.0,626614,Chrysosoma bearni,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sciapodinae,,,646,Chrysosoma_bearni_Dolichopodidae_E,,Dolichopodidae,,,Chrysosoma,bearni,,,Holometabola,,,,
631,Chrysosoma,Chrysosoma,OTT,genus,Chrysosoma,100,26691,626613,OTT,26691,Chrysosoma,26691.0,,,,,Chrysosoma,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sciapodinae,,,647,Chrysosoma_vittatum_group_sp_Dolichopodidae_E,,Dolichopodidae,,,Chrysosoma,,vittatum_group,,Holometabola,,,,
632,Thinophilus,Thinophilus,OTT,genus,Thinophilus,100,704958,626642,OTT,704958,Thinophilus,704958.0,,,,,Thinophilus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Hydrophorinae,,,648,Thinophilus_sp_1_SNK_2009_Dolichopodidae_E,,Dolichopodidae,,,Thinophilus,,1_SNK_2009,,Holometabola,,,,
633,Nepalomyia,Nepalomyia,OTT,genus,Nepalomyia,100,376876,627133,OTT,376876,Nepalomyia,376876.0,,,,,Nepalomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Peloropeodinae,,,649,Nepalomyia_sp_3_SNK_2009_Dolichopodidae_E,,Dolichopodidae,,,Nepalomyia,,3_SNK_2009,,Holometabola,,,,
634,Symbolia costaricensis,Symbolia costaricensis,OTT,species,Symbolia costaricensis,100,26924,1000636,OTT,26924,Symbolia,716788.0,1000635,costaricensis,26924.0,1000636,Symbolia costaricensis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,650,Symbolia_costaricensis_Dolichopodidae_E,,Dolichopodidae,,,Symbolia,costaricensis,,,Holometabola,,,,
635,Anepsiomyia flaviventris,Anepsiomyia flaviventris,OTT,species,Anepsiomyia flaviventris,100,660985,377583,OTT,660985,Anepsiomyia,660984.0,377582,flaviventris,660985.0,377583,Anepsiomyia flaviventris,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,651,Anepsiomyia_flaviventris_Dolichopodidae_E,,Dolichopodidae,,,Anepsiomyia,flaviventris,,,Holometabola,,,,
636,Xanthochlorus ornatus,Xanthochlorus ornatus,OTT,species,Xanthochlorus ornatus,100,661777,1000643,OTT,661777,Xanthochlorus,294704.0,1000642,ornatus,661777.0,1000643,Xanthochlorus ornatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Xanthochlorinae,,,652,Xanthochlorus_ornatus_Dolichopodidae_E,,Dolichopodidae,,,Xanthochlorus,ornatus,,,Holometabola,,,,
637,Liancalus virens,Liancalus virens,OTT,species,Liancalus virens,100,291004,377519,OTT,291004,Liancalus,776352.0,192438,virens,291004.0,377519,Liancalus virens,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Hydrophorinae,,,653,Liancalus_virens_Dolichopodidae_E,,Dolichopodidae,,,Liancalus,virens,,,Holometabola,,,,
638,Eucoryphus brunneri,Eucoryphus brunneri,OTT,species,Eucoryphus brunneri,100,377612,1000622,OTT,377612,Eucoryphus,845495.0,1000621,brunneri,377612.0,1000622,Eucoryphus brunneri,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,654,Eucoryphus_brunneri_Dolichopodidae_E,,Dolichopodidae,,,Eucoryphus,brunneri,,,Holometabola,,,,
639,Eucoryphus coeruleus,Eucoryphus coeruleus,OTT,species,Eucoryphus coeruleus,100,377637,1000623,OTT,377637,Eucoryphus,845495.0,1000621,coeruleus,377637.0,1000623,Eucoryphus coeruleus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,655,Eucoryphus_coeruleus_Dolichopodidae_E,,Dolichopodidae,,,Eucoryphus,coeruleus,,,Holometabola,,,,
640,Hydrophorus praecox,Hydrophorus praecox,OTT,species,Hydrophorus praecox,100,390226,377552,OTT,390226,Hydrophorus,915822.0,377524,praecox,390226.0,377552,Hydrophorus praecox,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Hydrophorinae,,,656,Hydrophorus_praecox_Dolichopodidae_E,,Dolichopodidae,,,Hydrophorus,praecox,,,Holometabola,,,,
