Unnamed: 0,name,updated_fullname,taxonomy_source,rank_matched,matched,score,ott_id,ncbi_id,name_source,matched_id_in_source,updated_genus,updated_genus_ott_id,ott_accepted_name,ott_version,higher_source,domain,kingdom,phylum,subphylum,class,subclass,infraclass,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,seqname,section,cohort
341,Oestromyia,Oestromyia,OTT,genus,Oestromyia,100,648,170913,OTT,648,Oestromyia,648.0,Oestromyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Oestridae,Hypodermatinae,,,Oestromyia_170913,Schizophora,Holometabola
344,Clausicella,Clausicella,OTT,genus,Clausicella,100,4382615,1718822,OTT,4382615,Clausicella,4382615.0,Clausicella,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Leskiini,,Clausicella_1718822,Schizophora,Holometabola
345,Archytas,Archytas,OTT,genus,Archytas,100,621269,198637,OTT,621269,Archytas,621269.0,Archytas,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Tachinini,,Archytas_198637,Schizophora,Holometabola
346,Neomyia,Neomyia,OTT,genus,Neomyia,100,1011255,305607,OTT,1011255,Neomyia,1011255.0,Neomyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Muscinae,Muscini,,Neomyia_305607,Schizophora,Holometabola
347,Cacoxenus,Cacoxenus,OTT,genus,Cacoxenus,100,302197,462273,OTT,302197,Cacoxenus,302197.0,Cacoxenus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Steganinae,Gitonini,Gitonina,Cacoxenus_462273,Schizophora,Holometabola
348,Serromyia,Serromyia,OTT,genus,Serromyia,100,777259,209716,OTT,777259,Serromyia,777259.0,Serromyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Ceratopogonidae,Ceratopogoninae,Stilobezziini,,Serromyia_209716,,Holometabola
349,Rhagoletis,Rhagoletis,OTT,genus,Rhagoletis,100,1057208,28609,OTT,1057208,Rhagoletis,1057208.0,Rhagoletis,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Tephritidae,Trypetinae,Carpomyini,Carpomyina,Rhagoletis_28609,Schizophora,Holometabola
350,Neoascia,Neoascia,OTT,genus,Neoascia,100,335962,224222,OTT,335962,Neoascia,335962.0,Neoascia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Eristalinae,Milesiini,,Neoascia_224222,Aschiza,Holometabola
351,Hemigymnochaeta,Hemigymnochaeta,OTT,genus,Hemigymnochaeta,100,696528,1240433,OTT,696528,Hemigymnochaeta,696528.0,Hemigymnochaeta,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Auchmeromyiinae,,,Hemigymnochaeta_1240433,Schizophora,Holometabola
352,Anthrax,Anthrax,OTT,genus,Anthrax,100,284713,117078,OTT,284713,Anthrax,284713.0,Anthrax,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Anthracinae,Anthracini,,Anthrax_117078,,Holometabola
353,Chironomus,Chironomus,OTT,genus,Chironomus,100,269685,7150,OTT,269685,Chironomus,269685.0,Chironomus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Chironominae,Chironomini,,Chironomus_7150,,Holometabola
354,Pterodontia,Pterodontia,OTT,genus,Pterodontia,100,912251,210267,OTT,912251,Pterodontia,912251.0,Pterodontia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Nemestrinoidea,Acroceridae,,,,Pterodontia_210267,,Holometabola
355,Dexia,Dexia,OTT,genus,Dexia,100,1007244,569033,OTT,1007244,Dexia,1007244.0,Dexia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Dexiinae,Dexiini,,Dexia_569033,Schizophora,Holometabola
356,Triphleba,Triphleba,OTT,genus,Triphleba,100,707871,92553,OTT,707871,Triphleba,707871.0,Triphleba,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Platypezoidea,Phoridae,Phorinae,,,Triphleba_92553,Aschiza,Holometabola
357,Forcipomyia,Forcipomyia,OTT,genus,Forcipomyia,100,705678,209700,OTT,705678,Forcipomyia,705678.0,Forcipomyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Ceratopogonidae,Forcipomyiinae,,,Forcipomyia_209700,,Holometabola
358,Mesembrina,Mesembrina,OTT,genus,Mesembrina,100,412689,116147,OTT,412689,Mesembrina,412689.0,Mesembrina,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Muscinae,Muscini,,Mesembrina_116147,Schizophora,Holometabola
359,Zaprionus,Zaprionus,OTT,genus,Zaprionus,100,930774,7296,OTT,930774,Zaprionus,930774.0,Zaprionus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophilinae,Drosophilini,,Zaprionus_7296,Schizophora,Holometabola
360,Chrysomya,Chrysomya,OTT,genus,Chrysomya,100,706870,45449,OTT,706870,Chrysomya,706870.0,Chrysomya,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Chrysomyinae,Chrysomyini,,Chrysomya_45449,Schizophora,Holometabola
361,Compsomyiops,Compsomyiops,OTT,genus,Compsomyiops,100,332734,142897,OTT,332734,Compsomyiops,332734.0,Compsomyiops,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Chrysomyinae,Chrysomyini,,Compsomyiops_142897,Schizophora,Holometabola
362,Quametopia,Quametopia,OTT,genus,Quametopia,100,5835795,1603285,OTT,5835795,Quametopia,5835795.0,Quametopia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Anthomyzidae,,,,Quametopia_1603285,Schizophora,Holometabola
363,Dasyhelea,Dasyhelea,OTT,genus,Dasyhelea,100,722891,41822,OTT,722891,Dasyhelea,722891.0,Dasyhelea,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Ceratopogonidae,Dasyheleinae,,,Dasyhelea_41822,,Holometabola
364,Prionocera,Prionocera,OTT,genus,Prionocera,100,4512617,1690388,OTT,4512617,Prionocera,4512617.0,Prionocera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Tipulidae,Tipulinae,,,Prionocera_1690388,,Holometabola
365,Myolepta,Myolepta,OTT,genus,Myolepta,100,4359170,1473716,OTT,4359170,Myolepta,4359170.0,Myolepta,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Eristalinae,Brachyopini,,Myolepta_1473716,Aschiza,Holometabola
366,Cylindrotoma,Cylindrotoma,OTT,genus,Cylindrotoma,100,802098,700834,OTT,802098,Cylindrotoma,802098.0,Cylindrotoma,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Cylindrotomidae,Cylindrotominae,,,Cylindrotoma_700834,,Holometabola
367,Rhinophora,Rhinophora,OTT,genus,Rhinophora,100,259125,670625,OTT,259125,Rhinophora,259125.0,Rhinophora,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Rhinophoridae,,,,Rhinophora_670625,Schizophora,Holometabola
368,Apiocera,Apiocera,OTT,genus,Apiocera,100,496666,160270,OTT,496666,Apiocera,496666.0,Apiocera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Asiloidea,Apioceridae,,,,Apiocera_160270,,Holometabola
369,Copromyza,Copromyza,OTT,genus,Copromyza,100,825466,1217530,OTT,825466,Copromyza,825466.0,Copromyza,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sphaeroceroidea,Sphaeroceridae,Copromyzinae,,,Copromyza_1217530,Schizophora,Holometabola
370,Hippobosca,Hippobosca,OTT,genus,Hippobosca,100,289866,452745,OTT,289866,Hippobosca,289866.0,Hippobosca,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Hippoboscoidea,Hippoboscidae,Hippoboscinae,,,Hippobosca_452745,Schizophora,Holometabola
371,Pseudoperichaeta,Pseudoperichaeta,OTT,genus,Pseudoperichaeta,100,951856,283931,OTT,951856,Pseudoperichaeta,951856.0,Pseudoperichaeta,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Exoristinae,Eryciini,,Pseudoperichaeta_283931,Schizophora,Holometabola
372,Aprionus,Aprionus,OTT,genus,Aprionus,100,4488506,1819779,OTT,4488506,Aprionus,4488506.0,Aprionus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,Micromyinae,,,Aprionus_1819779,,Holometabola
373,Themira,Themira,OTT,genus,Themira,100,717872,292396,OTT,717872,Themira,717872.0,Themira,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sepsidae,,,,Themira_292396,Schizophora,Holometabola
374,Neorhynchocephalus,Neorhynchocephalus,OTT,genus,Neorhynchocephalus,100,77572,259248,OTT,77572,Neorhynchocephalus,77572.0,Neorhynchocephalus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Nemestrinoidea,Nemestrinidae,Nemestrininae,,,Neorhynchocephalus_259248,,Holometabola
375,Nephrocerus,Nephrocerus,OTT,genus,Nephrocerus,100,214324,115303,OTT,214324,Nephrocerus,214324.0,Nephrocerus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Pipunculidae,Nephrocerinae,,,Nephrocerus_115303,Aschiza,Holometabola
376,Graphomya,Graphomya,OTT,genus,Graphomya,100,523569,1072499,OTT,523569,Graphomya,523569.0,Graphomya,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Mydaeinae,,,Graphomya_1072499,Schizophora,Holometabola
377,Mallophora,Mallophora,OTT,genus,Mallophora,100,837962,270862,OTT,837962,Mallophora,837962.0,Mallophora,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Asiloidea,Asilidae,Apocleinae,,,Mallophora_270862,,Holometabola
378,Sargus,Sargus,OTT,genus,Sargus,100,340298,343647,OTT,340298,Sargus,340298.0,Sargus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Sarginae,,,Sargus_343647,,Holometabola
379,Estheria,Estheria,OTT,genus,Estheria,100,4384223,1918238,OTT,4384223,Estheria,4384223.0,Estheria,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Dexiinae,Dexiini,,Estheria_1918238,Schizophora,Holometabola
380,Austrothaumalea,Austrothaumalea,OTT,genus,Austrothaumalea,100,148796,1085085,OTT,148796,Austrothaumalea,148796.0,Austrothaumalea,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Thaumaleidae,,,,Austrothaumalea_1085085,,Holometabola
381,Wiedemannia,Wiedemannia,OTT,genus,Wiedemannia,100,820893,240904,OTT,820893,Wiedemannia,820893.0,Wiedemannia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Empidoidea,Empididae,Clinocerinae,,,Wiedemannia_240904,,Holometabola
383,Esenbeckia,Esenbeckia,OTT,genus,Esenbeckia,100,932511,124297,OTT,932511,Esenbeckia,932511.0,Esenbeckia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Tabanomorpha,Tabanoidea,Tabanidae,Pangoniinae,Pangoniini,,Esenbeckia_124297,,Holometabola
384,Protocalliphora,Protocalliphora,OTT,genus,Protocalliphora,100,177603,142901,OTT,177603,Protocalliphora,177603.0,Protocalliphora,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Chrysomyinae,Phormini,,Protocalliphora_142901,Schizophora,Holometabola
385,Anevrina,Anevrina,OTT,genus,Anevrina,100,335974,92526,OTT,335974,Anevrina,335974.0,Anevrina,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Platypezoidea,Phoridae,Phorinae,,,Anevrina_92526,Aschiza,Holometabola
386,Noeeta,Noeeta,OTT,genus,Noeeta,100,188417,381362,OTT,188417,Noeeta,188417.0,Noeeta,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Tephritidae,Tephritinae,Noeetini,,Noeeta_381362,Schizophora,Holometabola
387,Exetasis,Exetasis,OTT,genus,Exetasis,100,4331144,1932988,OTT,4331144,Exetasis,4331144.0,Exetasis,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Nemestrinoidea,Acroceridae,,,,Exetasis_1932988,,Holometabola
388,Norellia,Norellia,OTT,genus,Norellia,100,554661,113119,OTT,554661,Norellia,554661.0,Norellia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Scathophagidae,Scathophaginae,,,Norellia_113119,Schizophora,Holometabola
389,Spaniocelyphus,Spaniocelyphus,OTT,genus,Spaniocelyphus,100,140671,1262326,OTT,140671,Spaniocelyphus,140671.0,Spaniocelyphus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Lauxanioidea,Celyphidae,,,,Spaniocelyphus_1262326,Schizophora,Holometabola
390,Syritta,Syritta,OTT,genus,Syritta,100,816783,34681,OTT,816783,Syritta,816783.0,Syritta,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Eristalinae,Xylotini,,Syritta_34681,Aschiza,Holometabola
391,Cordilura,Cordilura,OTT,genus,Cordilura,100,606779,113132,OTT,606779,Cordilura,606779.0,Cordilura,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Scathophagidae,Scathophaginae,,,Cordilura_113132,Schizophora,Holometabola
392,Berkshiria,Berkshiria,OTT,genus,Berkshiria,100,4448548,2061012,OTT,4448548,Berkshiria,4448548.0,Berkshiria,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Pachygasterinae,,,Berkshiria_2061012,,Holometabola
393,Hylemya,Hylemya,OTT,genus,Hylemya,100,461977,253328,OTT,461977,Hylemya,461977.0,Hylemya,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,,,Hylemya_253328,Schizophora,Holometabola
394,Ceratitis,Ceratitis,OTT,genus,Ceratitis,100,34901,7212,OTT,34901,Ceratitis,34901.0,Ceratitis,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Tephritidae,Dacinae,Ceratitidini,,Ceratitis_7212,Schizophora,Holometabola
395,Agromyza,Agromyza,OTT,genus,Agromyza,100,542775,414290,OTT,542775,Agromyza,542775.0,Agromyza,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Agromyzinae,,,Agromyza_414290,Schizophora,Holometabola
396,Culiseta,Culiseta,OTT,genus,Culiseta,100,844248,174825,OTT,844248,Culiseta,844248.0,Culiseta,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Culicoidea,Culicidae,Culicinae,Culisetini,,Culiseta_174825,,Holometabola
397,Laneella,Laneella,OTT,genus,Laneella,100,4389951,1658054,OTT,4389951,Laneella,4389951.0,Laneella,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Mesembrinellinae,,,Laneella_1658054,Schizophora,Holometabola
398,Eupeodes,Eupeodes,OTT,genus,Eupeodes,100,619367,290403,OTT,619367,Eupeodes,619367.0,Eupeodes,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Syrphini,,Eupeodes_290403,Aschiza,Holometabola
399,Tricogena,Tricogena,OTT,genus,Tricogena,100,4369511,1606792,OTT,4369511,Tricogena,4369511.0,Tricogena,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Rhinophoridae,,,,Tricogena_1606792,Schizophora,Holometabola
400,Gnophomyia,Gnophomyia,OTT,genus,Gnophomyia,100,278542,700845,OTT,278542,Gnophomyia,278542.0,Gnophomyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Limoniidae,Chioneinae,,,Gnophomyia_700845,,Holometabola
401,Hydrellia,Hydrellia,OTT,genus,Hydrellia,100,73660,92591,OTT,73660,Hydrellia,73660.0,Hydrellia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Hydrelliinae,,,Hydrellia_92591,Schizophora,Holometabola
402,Calamoncosis,Calamoncosis,OTT,genus,Calamoncosis,100,4414330,540852,OTT,4414330,Calamoncosis,4414330.0,Calamoncosis,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,,,Calamoncosis_540852,Schizophora,Holometabola
403,Icosta,Icosta,OTT,genus,Icosta,100,637691,402409,OTT,637691,Icosta,637691.0,Icosta,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Hippoboscoidea,Hippoboscidae,Ornithomyinae,,,Icosta_402409,Schizophora,Holometabola
404,Ornidia,Ornidia,OTT,genus,Ornidia,100,4358571,994473,OTT,4358571,Ornidia,4358571.0,Ornidia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Eristalinae,Volucellini,,Ornidia_994473,Aschiza,Holometabola
405,Auchmeromyia,Auchmeromyia,OTT,genus,Auchmeromyia,100,753419,226129,OTT,753419,Auchmeromyia,753419.0,Auchmeromyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Auchmeromyiinae,,,Auchmeromyia_226129,Schizophora,Holometabola
406,Micropeza,Micropeza,OTT,genus,Micropeza,100,4410232,1572561,OTT,4410232,Micropeza,4410232.0,Micropeza,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Nerioidea,Micropezidae,Micropezinae,,,Micropeza_1572561,Schizophora,Holometabola
407,Physocephala,Physocephala,OTT,genus,Physocephala,100,253203,198643,OTT,253203,Physocephala,253203.0,Physocephala,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Conopoidea,Conopidae,Conopinae,,,Physocephala_198643,Schizophora,Holometabola
408,Exorista,Exorista,OTT,genus,Exorista,100,637588,113238,OTT,637588,Exorista,637588.0,Exorista,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Exoristinae,Exoristini,,Exorista_113238,Schizophora,Holometabola
409,Morellia,Morellia,OTT,genus,Morellia,100,377283,253340,OTT,377283,Morellia,377283.0,Morellia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Muscinae,Muscini,,Morellia_253340,Schizophora,Holometabola
410,Coenomyia,Coenomyia,OTT,genus,Coenomyia,100,536484,124305,OTT,536484,Coenomyia,536484.0,Coenomyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Xylophagomorpha,,Xylophagaidae,Coenomyiinae,,,Coenomyia_124305,,Holometabola
411,Nycteribia,Nycteribia,OTT,genus,Nycteribia,100,805931,633884,OTT,805931,Nycteribia,805931.0,Nycteribia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Hippoboscoidea,Nycteribiidae,Nycteribiinae,,,Nycteribia_633884,Schizophora,Holometabola
412,Lonchaea,Lonchaea,OTT,genus,Lonchaea,100,407477,198649,OTT,407477,Lonchaea,407477.0,Lonchaea,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Lonchaeidae,,,,Lonchaea_198649,Schizophora,Holometabola
413,Clunio,Clunio,OTT,genus,Clunio,100,158195,315556,OTT,158195,Clunio,158195.0,Clunio,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,,,Clunio_315556,,Holometabola
414,Philornis,Philornis,OTT,genus,Philornis,100,842738,253427,OTT,842738,Philornis,842738.0,Philornis,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Azeliinae,Reinwardtiini,,Philornis_253427,Schizophora,Holometabola
415,Lipoptena,Lipoptena,OTT,genus,Lipoptena,100,522399,170902,OTT,522399,Lipoptena,522399.0,Lipoptena,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Hippoboscoidea,Hippoboscidae,Lipopteninae,,,Lipoptena_170902,Schizophora,Holometabola
416,Diasemopsis,Diasemopsis,OTT,genus,Diasemopsis,100,484713,139652,OTT,484713,Diasemopsis,484713.0,Diasemopsis,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Diopsoidea,Diopsidae,,,,Diasemopsis_139652,Schizophora,Holometabola
418,Aphroteniella,Aphroteniella,OTT,genus,Aphroteniella,100,1020439,646259,OTT,1020439,Aphroteniella,1020439.0,Aphroteniella,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Aphroteniinae,,,Aphroteniella_646259,,Holometabola
